gvkey,datadate,tic,conm,act,at,csho,ebit,lct,lt,re,sale,prcc_c,gsector,mve
36733,12/31/22,ANGH,ANGHAMI INC,18.099,29.635,26.006,-21.698,34.704,36.073,-123.135,48.482,1.595,50,41.48
36735,12/31/22,KBNT,KUBIENT INC,15.222,15.232,14.456,-11.112,2.349,2.428,-40.201,2.403,0.6395,50,9.245
36748,12/31/22,DMSL,DIGITAL MEDIA SOLUTIONS INC,101.87,227.281,39.957,-14.352,52.711,311.228,-32.896,391.148,1.34,50,53.542
36758,12/31/22,GETY,GETTY IMAGES HOLDINGS INC,269.519,2468.183,394.8,201.352,322.495,1875.135,-1391.282,926.244,5.55,50,2191.14
37061,12/31/22,YALA,YALLA GROUP LIMITED,481.698,506.338,158.291,78.698,65.019,66.474,173.18,303.604,3.5,50,554.019
37130,12/31/22,THRY,THRYV HOLDINGS INC,378.316,1177.877,34.594,225.467,300.492,795.61,-255.168,1202.388,19,50,657.286
37148,12/31/22,MAX,MEDIAALPHA INC,80.42,170.081,43.651,-41.761,76.892,256.165,-482.142,459.072,9.95,50,434.327
37159,12/31/22,IH,IHUMAN INC -ADR,181.783,193.326,53.144,16.178,81.345,81.765,-43.889,142.887,2.6,50,138.174
37214,12/31/22,CURI,CURIOSITYSTREAM INC,69.51,154.113,52.853,-51.681,30.96,36.487,-241.139,78.043,1.14,50,60.252
37428,12/31/22,GRND,GRINDR INC,43.184,438.828,173.524,21.925,61.854,434.776,-5.043,195.015,4.65,50,806.887
37453,12/31/22,RBLX,ROBLOX CORP,3838.604,5375.487,604.674,-923.784,2480.835,5070.452,-1907.636,2225.052,28.46,50,17209.022
37510,12/31/22,PUBM,PUBMATIC INC,503.478,642.175,52.705,41.42,302.026,329.987,127.991,256.38,12.81,50,675.151
37556,12/31/22,KUKE,KUKE MUS HOLD LTD -ADR,7.724,35.774,29.567,-26.902,26.226,26.96,-123.688,16.617,0.53,50,15.671
37562,12/31/22,SKLZ,SKILLZ INC,501.683,621.295,421.374,-248.45,49.495,342.894,-874.671,269.709,0.5065,50,213.426
37610,12/31/22,BZFD,BUZZFEED INC,198.607,529.972,139.543,-56.19,122.872,335.418,-525.031,436.674,0.6896,50,96.229
37674,12/31/22,MSGM,MOTORSPORT GAMES INC,4.043,18.898,1.184,-23.266,13.322,16.995,-74.912,10.325,4.15,50,4.914
37752,12/31/22,PLTK,PLAYTIKA HOLDING CORP,1024.9,2697.6,363.6,481.8,461.8,3266.2,-1125,2615.5,8.51,50,3094.236
37756,12/31/22,WEJOF,WEJO GROUP LTD,22.304,31.133,109.462,-119.946,60.271,99.896,-514.35,8.396,0.481,50,52.651
37779,12/31/22,FAZE,FAZE HOLDINGS INC,58.723,67.238,71.552,-43.798,19.379,20.487,-280.942,70.021,1.85,50,132.371
37790,12/31/22,BMBL,BUMBLE INC,501.371,3692.621,129.774,0.636,211.668,1239.042,-65.394,903.503,21.05,50,2731.743
37909,12/31/22,CTV,INNOVID CORP,93.834,259.605,133.882,-24.321,21.186,53.677,-150.886,127.117,1.71,50,228.938
37949,12/31/22,ADTH,ADTHEORENT HOLDING COM INC,130.217,190.604,86.968,1.148,25.907,35.179,71.85,166.082,1.66,50,144.367
37953,12/31/22,RUM,RUMBLE INC,352.36,366.983,279.13,-34.484,15.949,27.348,-28.783,39.384,5.95,50,1660.824
38100,12/31/22,KIND,NEXTDOOR HOLDINGS INC,625.258,699.562,371.722,-144.204,34.663,88.494,-620.451,212.765,2.06,50,765.747
38514,12/31/22,ZH,ZHIHU INC,1061.276,1110.055,614.18,-232.523,264.578,284.46,-1149.425,522.666,1.3,50,798.434
38598,12/31/22,ASTS,AST SPACEMOBILE INC,268.31,438.372,71.82,-145.764,27.796,78.546,-101.872,13.825,4.82,50,346.172
38744,12/31/22,ZIP,ZIPRECRUITER INC,632.294,714.563,104.504,97.228,129.663,685.943,-6.663,904.649,16.42,50,1715.956
38757,12/31/22,VMEO,VIMEO INC,324.326,605.431,166.586,-79.871,232.954,251.573,-416.198,433.028,3.43,50,571.39
38812,6/30/22,CPOP,POP CULTURE GROUP CO LTD,50.832,64.368,24.05,1.417,10.091,11.596,12.581,32.282,0.7804,50,18.769
38862,12/31/22,BZ,KANZHUN LIMITED,2004.628,2149.703,432.706,-21.33,439.471,461.944,-419.2,654.044,20.37,50,8814.221
39054,12/31/22,MYPS,PLAYSTUDIOS INC,175.979,352.009,132.092,-15.061,34.151,49.696,16.605,290.309,3.88,50,512.517
39069,12/31/22,IAS,INTEGRAL AD SCIENCE HOL CORP,221.146,1168.683,153.99,20.964,67.769,360.467,-2.124,408.348,8.79,50,1353.572
39111,12/31/22,VTEX,VTEX,287.157,357.673,188.993,-48.563,62.016,82.996,-116.246,157.62,3.75,50,708.724
39124,12/31/22,TBLA,TABOOLA.COM LTD,593.908,1529.623,254.134,-9.466,368.222,695.088,-69.254,1401.15,3.08,50,782.733
39248,12/31/22,OB,OUTBRAIN INC,500.504,781.148,52.227,-11.033,300.105,563.362,-188.937,992.082,3.62,50,189.062
39309,12/31/22,STGW,STAGWELL INC,1030.955,3993.332,131.724,281.407,1349.802,3009.587,-9.496,2687.792,6.21,50,818.006
39363,3/31/22,RSVR,RESERVOIR MEDIA INC,59.442,684.27,64.15,19.354,41.065,336.818,11.016,107.84,7.91,50,507.427
39557,12/31/22,SOPA,SOCIETY PASS INC,22.997,32.699,27.083,-30.655,11.614,12.688,-81.082,5.636,0.99,50,26.812
39676,12/31/22,IHS,IHS HOLDING LIMITED,1252.935,6320.865,331.92,443.041,1266.387,4962.217,-4279.322,1961.299,6.15,50,2041.308
39804,12/31/22,KORE,KORE GROUP HOLDINGS INC,103.22,688.736,76.292,-26.026,48.808,508.064,-254.628,268.447,1.26,50,96.128
39835,12/31/22,SWAG,STRAN & COMPANY INC,48.569,56.626,18.476,-1.506,13.956,17.261,1.084,58.953,1.2601,50,23.282
39874,9/30/22,LPTV,LOOP MEDIA INC,28.905,31.948,56.381,-22.797,19.193,26.294,-96.322,30.833,6.62,50,373.242
40261,12/31/22,DRCT,DIRECT DIGITAL HOLDINGS INC,31.285,58.126,14.531,8.634,25.572,53.531,-3.643,89.36,2.425,50,35.238
41127,12/31/22,ONFO,ONFOLIO HOLDINGS INC,7.156,15.776,5.11,-3.582,3.304,3.304,-7.483,2.22,1.52,50,7.767
41350,9/30/22,STBX,STARBOX GROUP HOLDINGS LTD,24.082,25.042,45.375,4.95,1.968,1.995,4.078,7.194,2.73,50,123.874
41686,12/31/22,SNAL,SNAIL INC,42.637,72.773,36.803,-0.298,51.582,63.408,-5.17,74.444,1.47,50,54.1
60800,12/31/22,SBGI,SINCLAIR INC,1683,6704,69.623,559,608,5829,123,3928,15.51,50,1079.853
61285,12/31/22,FGH,FG GROUP HOLDINGS INC,18.216,71.753,19.47,-1.886,14.288,25.055,11.179,41.237,2.62,50,51.011
61440,12/31/22,KKPNY,KONINKLIJKE KPN NV,1487.689,12785.363,4037.32,1270.735,1797.624,8882.316,-4739.872,5689.984,3.084,50,12451.095
61548,12/31/22,TLK,TELEKOMUNIKASI INDONESIA,3545.671,17722.365,990.622,2945.463,4532.987,8109.892,7830.654,9486.506,23.85,50,23626.335
62302,12/31/22,SGRP,SPAR GROUP INC,80.92,94.598,22.649,7.424,54.555,56.537,1.766,261.268,1.3,50,29.444
62396,7/31/22,IDT,IDT CORP,362.627,497.094,25.686,61.031,305.072,316.266,-27.135,1364.057,28.17,50,723.575
63516,12/31/22,CRWE,CROWN EQUITY HOLDINGS INC,0.003,0.005,13.385,-0.478,1.385,1.385,-14.157,0.003,1.27,50,16.999
63987,12/31/22,VEON,VEON LTD,9773,15083,1753.357,968,8877,14316,-12186,3755,0.49,50,859.145
64630,3/31/22,TTWO,TAKE-TWO INTERACTIVE SFTWR,3871.088,6546.219,115.367,547.263,2104.964,2736.56,2231.648,3504.8,177.72,50,20503.023
65691,12/31/22,OWVI,ONE WORLD VENTURES INC,0.833,0.833,851.074,-1.154,0.095,0.095,-3.03,0.062,0.038,50,32.341
66552,12/31/22,VYBE,LIMITLESS X HOLDINGS INC,11.639,11.841,3.93,-9.756,18.894,18.894,-10.019,58.688,5.75,50,22.598
102450,3/31/22,NTDOY,NINTENDO CO LTD,17509.058,21924.359,938.576,4881.312,4452.803,4883.881,18646.02,13960.92,58.237,50,54659.851
104831,6/30/22,SPKKY,SPARK NEW ZEALAND LTD,759.865,2606.942,374.317,375.887,584.991,1689.005,227.15,2298.888,17.076,50,6391.837
105364,7/31/22,DTGI,DIGERATI TECHNOLOGIES INC,2.514,41.685,142.088,-2.555,31.837,67.503,-113.392,24.154,0.0999,50,14.195
106815,12/31/22,HLTOY,OTE - HELLENIC TELECOM ORG,1384.235,5342.856,857.823,625.962,1931.217,3366.858,273.278,3692.825,7.786,50,6679.01
111974,12/31/22,TSQ,TOWNSQUARE MEDIA INC,120.688,744.518,17.241,90.877,71.714,675.439,-244.298,463.077,7.25,50,124.997
112005,12/31/22,FMHS,FARMHOUSE INC,0.066,0.066,17.076,-0.78,1.65,1.65,-5.745,0.01,0.14,50,2.391
112030,12/31/22,CMLS,CUMULUS MEDIA INC,345.271,1609.031,18.237,102.558,145.608,1200.626,96.476,953.506,6.21,50,113.252
114881,12/31/22,KDOZF,KIDOZ INC,9.835,14.387,131.306,-1.217,5.688,5.695,-41.961,15.097,0.2596,50,34.087
114927,12/31/22,SCMWY,SWISSCOM AG,4161.615,26626.549,518.02,1675.245,4656.942,14545.104,11874.878,12017.636,54.756,50,28364.703
117145,12/31/22,SBSAA,SPANISH BROADCASTING SYS INC,53.329,441.615,8.142,29.9,33.978,423.52,-634.707,168.032,0.7,50,5.699
117902,12/31/22,AUDAQ,AUDACY INC,437.051,3284.893,145.205,62.848,207.854,2764.274,-1157.676,1253.664,0.2251,50,32.686
118941,12/31/22,NXPL,NEXTPLAT CORP,21.182,28.642,14.402,-7.202,2.059,2.865,-31.187,11.71,1.26,50,18.147
120301,12/31/22,UONEK,URBAN ONE INC,289.747,1338.487,48.38,137.18,130.263,979.417,-659.761,484.604,3.76,50,181.909
121817,12/31/22,SALM,SALEM MEDIA GROUP INC,45.057,505.122,27.217,15.914,64.61,329.765,-39.745,266.966,1.05,50,28.578
122172,12/31/22,ZD,ZIFF DAVIS INC,1084.272,3533.27,47.269,247.242,432.448,1640.659,1452.457,1390.997,79.1,50,3738.978
122202,8/31/22,DSNY,DESTINY MEDIA TECHNOLOGIES,2.726,3.567,10.122,0.133,0.457,0.457,-6.016,4.024,0.537,50,5.436
122537,3/31/22,IIJIY,INTERNET INITIATIVE JAPAN INC,860.424,1908.882,90.313,195.049,632.252,1047.344,356.561,1863.973,41.249,50,3725.321
123435,12/31/22,LICT,LICT CORP,50.687,287.746,0.017,32.433,16.181,92.834,263.31,131.293,20000,50,340
125239,3/31/22,SIFY,SIFY TECHNOLOGIES LTD -ADR,289.975,620.215,182.742,36.198,278.09,429.464,-97.368,356.115,3.23,50,590.257
125240,12/31/22,TKO,TKO GROUP HOLDINGS INC,627.148,1355.569,74.416,312.349,432.436,838.318,92.497,1291.523,68.52,50,5098.984
125601,12/31/22,GAIA,GAIA INC,17.173,138.303,20.806,-0.216,27.373,49.319,-75.198,82.035,2.38,50,49.518
126136,12/31/22,CHTR,CHARTER COMMUNICATIONS INC,4017,144523,152.651,12243,12065,131974,-14821,54022,339.1,50,51763.954
126596,12/31/22,ICABY,I-CABLE COMMUNICATIONS LTD,33.163,112.795,356.731,-44.545,95.9,207.64,-1113.533,114.81,0.095,50,33.889
129439,12/31/22,FULO,FULLNET COMMUNICATIONS INC,2.792,3.176,19.183,0.83,1.629,1.774,-8.117,4.268,0.375,50,7.194
129823,12/31/22,BBGI,BEASLEY BROADCAST GROUP INC,105.661,714.943,29.776,15.222,56.695,491.454,100.663,256.381,0.9203,50,27.403
130498,12/31/22,GIGM,GIGAMEDIA LTD,47.826,52.136,11.052,-3.021,2.637,3.53,-260.146,5.585,1.21,50,13.373
133104,12/31/22,KT,KT CORP,10090.592,32593.457,512.086,1722.045,8507.63,17952.418,10974.37,20860.391,13.5,50,6913.161
135484,12/31/22,FYBR,FRONTIER COMMUNIC PARENT INC,2597,18624,245.021,680,2295,13490,934,5787,25.48,50,6243.135
137435,12/31/22,NTES,NETEASE INC,19080.753,25048.097,644.725,2845.891,8239.444,9262.858,13452.637,13990.638,72.63,50,46826.377
137611,12/31/22,SOHU,SOHU COM LIMITED,1325.72,1977.776,33.737,-0.873,416.888,867.066,242.953,733.872,13.71,50,462.534
137612,12/31/22,TKC,TURKCELL ILETISIM HIZMET,2506.034,7617.011,879.673,200.345,1571.316,4071.601,2519.89,3287.08,4.79,50,4213.634
137943,12/31/22,EVC,ENTRAVISION COMMUNICATIONS,407.923,880.841,87.526,67.516,248.241,595.472,-505.885,956.209,4.8,50,420.125
140170,6/30/22,BCDMF,KUUHUBB INC,0.654,0.711,66.658,-2.539,7.878,9.425,-44.529,3.831,0.03,50,2
140172,12/31/22,VS,VERSUS SYSTEMS INC,1.463,8.803,4.172,-13.731,3.325,3.325,-125.028,1.109,0.4855,50,2.026
141239,12/31/22,TKAGY,TELEKOM AUSTRIA AG,1537.92,8918.654,332.042,934.081,2576.738,5079.732,1121.111,5349.056,12.337,50,4096.402
142248,12/31/22,AMX,AMERICA MOVIL SA DE CV,18507.379,82954.209,3166.25,8759.938,25062.986,60508.256,14274.598,43294.589,18.2,50,57625.75
147204,12/31/22,CCOI,COGENT COMMUNICATIONS HLDGS,365.913,1010.182,48.013,116.207,120.284,1528.814,-1093.744,584.21,57.08,50,2740.582
147579,12/31/22,NFLX,NETFLIX INC,9266.473,48594.768,445.347,5632.831,7930.974,27817.367,16963.99,31615.55,294.88,50,131323.923
147891,12/31/22,TPTW,TPT GLOBAL TECH INC,0.985,1.054,1256.901,-6.743,31.943,34.02,-106.392,7.837,0.0018,50,2.262
149177,12/31/22,NXST,NEXSTAR MEDIA GROUP,1614.5,12678.9,36.81,1479.1,893.2,9909.6,3060,5211,175.03,50,6442.854
149721,12/31/22,TZOO,TRAVELZOO,35.591,67.274,15.704,7.757,47.534,58.423,-12.053,70.599,4.45,50,69.883
152649,3/31/22,TLKGY,TELKOM SA SOC LTD,1102.018,4512.026,121.846,307.149,1267.895,2185.24,1970.975,2922.22,13.554,50,1651.501
152990,12/31/22,YOOIF,YANGAROO INC,2.412,9.138,62.437,-0.324,2.194,4.507,-29.166,7.734,0.0368,50,2.298
155616,3/31/22,CNVS,CINEVERSE CORP,52.163,104.636,175.314,-2.862,56.992,63.686,-472.473,52.149,1.16,50,203.364
157755,12/31/22,MCHX,MARCHEX INC,30.885,56.794,43.158,-8.075,12.064,12.682,-311.321,52.17,1.6,50,69.053
160329,12/31/22,GOOGL,ALPHABET INC,164795,365264,12849,74625,69300,109120,187960,282836,88.23,50,1133667.27
160549,12/31/22,LBTYK,LIBERTY GLOBAL LTD,6297.4,42895,459.348,231.9,3921,20321.6,20131.1,7195.7,19.43,50,8925.132
160555,12/31/22,TIO,TINGO GROUP INC,531.176,1682.358,157.6,-2.219,265.395,356.324,-119.096,146.035,0.83,50,130.808
162127,12/31/22,CNSL,CONSOLIDATED COMM HLDGS INC,598.144,3887.094,115.167,43.569,266.904,2841.645,-12.476,1191.263,3.58,50,412.298
162814,12/31/22,GRVY,GRAVITY CO LTD -ADR,335.372,353.126,6.949,83.366,84.056,90.58,237.718,368.65,40.32,50,280.184
163118,9/30/22,WMG,WARNER MUSIC GROUP CORP,2139,7828,514.849,771,3368,7660,-1824,5919,35.02,50,18030.012
163850,12/31/22,MOBQ,MOBIQUITY TECHNOLOGIES INC,0.621,2.636,9.274,-7.342,2.497,2.647,-210.507,4.167,0.535,50,4.962
164296,12/31/22,WBD,WARNER BROS DISCOVERY INC,13999,134001,2430,115,15017,85334,682,33817,9.48,50,23036.4
164532,12/31/22,BIDU,BAIDU INC,30860.483,56686.002,349.573,2337.915,11545.315,22207.369,21586.68,17931.267,114.38,50,39984.16
164660,12/31/22,CCO,CLEAR CHANNEL OUTDOOR HLDGS,1120.916,5086.011,476.314,289.715,1121.54,8348.817,-6805.142,2481.134,1.05,50,500.13
165746,12/31/22,LYV,LIVE NATION ENTERTAINMENT,8159.522,16460.841,231.264,701.036,8303.315,15697.278,-3061.305,16681.254,69.74,50,16128.351
165923,12/31/22,PERI,PERION NETWORK LTD,603.458,870.218,46.172,105.346,234.608,287.084,70.204,640.256,25.3,50,1168.152
170384,12/31/22,GOGO,GOGO INC,324.149,759.526,127.841,142.326,84.37,861.395,-1329.441,404.067,14.76,50,1886.933
170617,12/31/22,META,META PLATFORMS INC,59549,185727,2614,33555,27026,60014,61269,116609,120.34,50,314568.76
175299,12/31/22,DLPN,DOLPHIN ENTERTAINMENT INC,23.864,75.377,12.341,-3.136,25.288,41.286,-109.214,40.506,1.81,50,22.337
175523,12/31/22,GSAT,GLOBALSTAR INC,81.244,833.395,1811.075,-46.95,197.076,518.624,-2031.022,148.504,1.33,50,2408.73
176064,12/31/22,CRGE,CHARGE ENTERPRISES INC,116.509,168.454,206.845,-47.962,123.898,127.632,-173.586,697.833,1.24,50,256.488
176523,12/31/22,NCMI,NATIONAL CINEMEDIA INC,164.4,792.4,128.403,18.7,1203.1,1256.4,-370.4,249.2,0.22,50,28.249
176652,12/31/22,CELJF,CELLCOM ISRAEL LTD,572.191,1990.155,164.905,89.299,547.165,1391.8,372.55,1222.873,5.06,50,834.419
177108,12/31/22,CNK,CINEMARK HOLDINGS INC,863.6,4817.7,120.404,77,708.5,4698.2,-1013.8,2454.7,8.66,50,1042.699
177111,12/31/22,TTGT,TECHTARGET INC,430.837,764.717,29.023,60.564,57.888,547.243,70.834,297.488,44.06,50,1278.753
177637,12/31/22,AMC,AMC ENTERTAINMENT HOLDINGS,902.1,9135.6,1241.426,-387.1,1690.3,11760.1,-7674.9,3911.4,4.07,50,5052.604
177701,12/31/22,TLLYF,TRILOGY INTL PARTNERS INC,40.628,40.64,88.628,17.417,7.184,7.184,33.456,238.517,0.18,50,15.953
177780,12/31/22,SCOR,COMSCORE INC,104.821,580.586,92.105,-20.049,165.091,248.539,-1316.729,376.423,1.16,50,106.842
177943,12/31/22,DHX,DHI GROUP INC,27.794,226.704,47.367,3.499,74.078,120.465,27.924,149.68,5.29,50,250.571
178074,12/31/22,CMGO,CMG HOLDINGS GROUP INC,1.953,1.955,438.672,-0.152,1.222,1.222,-14.335,2.034,0.0038,50,1.667
178741,12/31/22,BCOMF,B COMMUNICATIONS LTD,1007.022,4508.99,107.255,524.697,1007.306,3969.788,-374.256,2555.521,5.32,50,570.597
178796,12/31/22,ANTE,AIRNET TECHNOLOGY INC-ADS,69.794,115.149,8.924,-9.553,101.787,101.796,-286.195,2.868,1.1,50,9.816
178906,12/31/22,AEHL,ANTELOPE ENTERPRISE HOLDINGS,11.249,15.949,8.058,-1.227,8.885,15.012,-138.371,41.517,0.59,50,4.754
179137,12/31/22,CNFN,CFN ENTERPRISES INC,0.06,0.871,37.691,-4.836,8.864,10.043,-58.996,4.317,0.068,50,2.563
179202,12/31/22,SATS,ECHOSTAR CORP,2125.381,6199.003,82.979,190.355,422.831,2599.948,661.278,1998.093,16.68,50,1384.09
179288,12/31/22,DALN,DALLASNEWS CORP,47.925,72.265,5.353,-7.982,22.759,59.902,-468.815,150.651,3.862,50,20.673
181775,12/31/22,CIBY,CIBL INC,23.212,24.48,0.013,-0.749,0.48,0.55,36.986,1.863,1775,50,23.075
182422,12/31/22,MVNC,MARVION INC,4.554,4.825,1942.682,-10.029,6.824,6.824,-12.13,11.483,0.0016,50,3.108
183224,12/31/22,CNET,ZW DATA ACTION TECHNOLGY INC,12.313,19.658,35.828,-8.996,5.7,7.361,-49.727,26.235,0.46,50,16.481
183524,12/31/22,TOON,KARTOON STUDIOS INC,139.525,237.918,319.143,-23.33,110.908,125.049,-651.368,62.299,0.465,50,148.401
183565,10/31/22,IDWM,IDW MEDIA HOLDINGS INC,23.461,27.941,14.079,-1.249,4.985,5.896,-81.451,36.094,0.94,50,13.234
183640,12/31/22,IRDM,IRIDIUM COMMUNICATIONS INC,306.204,2954.011,125.902,76.679,141.577,1825.456,3.819,721.034,51.4,50,6471.363
183799,12/31/22,FLNT,FLUENT INC,92.217,183.969,80.085,7.123,50.219,90.014,-318.3,361.134,1.09,50,87.293
183964,12/31/22,MFON,MOBIVITY HOLDINGS CORP,1.703,3.018,61.311,-8.258,8.374,11.823,-117.672,7.534,1.39,50,85.222
184263,6/30/22,QNST,QUINSTREET INC,182.792,419.909,53.357,-5.644,109.579,133.909,-30.475,582.099,14.35,50,765.673
187118,12/31/22,YNDX,YANDEX N V,3292.079,8461.86,361.483,219.203,2577.364,3821.797,2716.095,7158.112,18.94,50,6846.488
187122,3/31/22,LVO,LIVEONE INC,31.308,76.823,82.546,-37.874,60.117,87.739,-213.853,117.019,1.28,50,105.659
187165,12/31/22,FENG,PHOENIX NEW MEDIA LTD,240.918,294.443,12.132,-27.756,96.318,111.002,-51.75,113.917,2.68,50,32.514
187357,12/31/22,IZEA,IZEA WORLDWIDE INC,50.366,85.675,62.414,-5.482,15.347,15.409,-78.884,41.096,0.543,50,33.891
187406,12/31/22,AMCX,AMC NETWORKS INC,1949.869,5633.836,43.009,576.599,1170.233,4526.354,1865.843,3096.545,15.67,50,673.951
196268,12/31/22,YELP,YELP INC,595.992,1015.922,69.797,58.353,182.824,305.598,-939.368,1193.506,27.34,50,1908.25
199356,12/31/22,TRIP,TRIPADVISOR INC,1270,2569,140.847,97,533,1708,179,1492,17.98,50,2532.429
200480,6/30/22,MANU,MANCHESTER UNITED PLC,288.176,1571.932,163.062,-102.769,601.283,1416.998,97.132,708.648,23.33,50,3804.236
200595,3/31/22,KONMY,KONAMI GROUP CORPORATION,2467.378,4353.054,133.58,661.383,680.092,1486.697,2079.327,2466.522,23.968,50,3201.645
203480,12/31/22,SKM,SK TELECOM CO LTD,5740.416,24895.078,392.426,1279.46,6398.288,15229.752,7594.945,13760.222,20.59,50,8080.051
203944,12/31/22,OIBRQ,OI SA,1806.574,5602.128,5957.175,-759.801,1926.584,9734.479,-10287.261,2298.36,0.172,50,1024.634
206956,12/31/22,PCCWY,PCCW LTD,2186.157,12191.999,772.531,596.75,3125.976,10554.882,-955.081,4625.352,4.51,50,3484.115
210216,6/30/22,TLGPY,TELSTRA GROUP LIMITED,4312.823,28679.584,2310.885,1731.33,6793.041,17079.743,8440.319,14658.776,13.529,50,31263.963
214526,12/31/22,MYTAY,MAGYAR TELEKOM,643.252,3882.05,192.544,269.098,818.1,1923.519,1554.908,1990.231,4.517,50,869.721
220579,12/31/22,TLSNY,TELIA COMPANY AB,3616.964,21373.214,1966.055,1025.908,4100.275,14881.136,4162.44,8722.618,5.117,50,10060.303
220940,12/31/22,ORAN,ORANGE,28646.567,117187.587,2658.091,6038.391,31231.854,79828.633,4578.492,47257.644,9.88,50,26261.939
221612,12/31/22,TELNY,TELENOR ASA,3266.565,24284.46,1399.458,1939.11,5458.52,17750.213,5244.855,10044.013,9.299,50,13013.56
221616,12/31/22,DTEGY,DEUTSCHE TELEKOM,41835,319116,4972.702,20500,48508,225793,-27472,122053,19.891,50,98912.015
222648,12/31/22,VIV,TELEFONICA BRASIL SA,3269.394,22532.808,1663.557,1141.146,4193.774,9583.822,1028.977,9087.381,7.15,50,11894.433
241159,12/31/22,CHT,CHUNGHWA TELECOM LTD,3317.025,17030.917,775.745,1521.18,2138.548,4212.945,4306.643,7055.129,36.59,50,28384.51
317637,12/31/22,NEXN,NEXXEN INTERNATIONAL LTD,461.502,956.161,72.239,46.2,281.916,404.546,150.695,335.25,6.45,50,465.942
334298,12/31/22,PGRU,PROPERTYGURU GROUP LIMITED,244.156,551.436,161.96,-13.207,66.508,78.411,-333.999,101.372,4.31,50,698.048
349530,2/28/22,NXTP,NEXTPLAY TECHNOLOGIES INC,33.76,99.753,108.36,-20.684,27.502,31.892,-39.392,8.203,0.8554,50,92.691
1075,12/31/22,PNW,PINNACLE WEST CAPITAL CORP,1750.554,22723.405,113.173,731.911,1762.141,16563.529,3328.912,4324.385,76.04,55,8605.675
1440,12/31/22,AEP,AMERICAN ELECTRIC POWER CO,9418.7,93469.4,513.866,3692.7,14567.4,69301.1,12429.3,19639.5,94.95,55,48791.577
2259,12/31/22,BKH,BLACK HILLS CORP,1071.708,9618.23,66.104,444.944,1666.69,6528.335,1048.555,2551.816,70.34,55,4649.755
2628,12/31/22,CWT,CALIFORNIA WATER SERVICE GP,295.535,3850.752,55.598,130.922,294.65,2528.358,556.698,846.431,60.64,55,3371.463
2986,12/31/22,CPK,CHESAPEAKE UTILITIES CORP,193.976,2215.037,17.741,145.478,369.023,1382.236,444.13,680.704,118.18,55,2096.631
3413,12/31/22,ED,CONSOLIDATED EDISON INC,12972,69065,355,2624,11336,48176,12007,15670,95.31,55,33835.05
3439,12/31/22,CMS,CMS ENERGY CORP,3433,31353,291.268,1236,2985,23758,1298,8596,63.33,55,18446.002
3897,12/31/22,DTE,DTE ENERGY CO,4180,42683,205.632,1748,5173,32282,3746,19228,117.53,55,24167.929
4029,12/31/22,D,DOMINION ENERGY INC,9850,104243,835,1721,13450,76362,2493,17174,61.32,55,51202.2
4093,12/31/22,DUK,DUKE ENERGY CORP,13222,178086,770,6430,18873,126233,2497,28814,102.99,55,79302.3
4383,9/30/22,ATO,ATMOS ENERGY CORP,3047.693,22192.989,140.897,920.982,3602.6,12773.898,3580.269,4201.662,112.07,55,15790.327
4517,12/31/22,NEE,NEXTERA ENERGY INC,13490,158935,1987,4081,26695,109499,26489,20956,83.6,55,166113.2
5742,12/31/22,CNP,CENTERPOINT ENERGY INC,4699,38546,629.536,1566,5113,28501,678,9321,29.99,55,18879.785
5870,12/31/22,IDA,IDACORP INC,693.653,7543.258,50.562,327.178,548.565,4728.643,1925.05,1643.981,107.85,55,5453.112
6338,12/31/22,EVRG,EVERGY INC,1842,29489.9,229.546,1309.7,3493.8,19996.6,2264,5859.1,62.93,55,14445.33
6547,9/30/22,SR,SPIRE INC,1592,10083.7,52.495,408.2,2353.6,7252.1,952.7,2198.5,68.86,55,3614.806
6932,12/31/22,MGEE,MGE ENERGY INC,243.48,2517.6,36.163,137.743,225.062,1435.926,649.854,714.519,70.4,55,2545.875
7366,12/31/22,ETR,ENTERGY CORP,4095.026,58595.191,211.177,2568.775,6369.447,45310.889,10310.287,13764.237,112.5,55,23757.413
7368,12/31/22,MSEX,MIDDLESEX WATER CO,37.306,1074.45,17.642,42.101,117.859,672.038,167.274,162.434,78.67,55,1387.896
7437,12/31/22,ALE,ALLETE INC,718,6845.6,57.237,136.9,716.2,3497.3,910.4,1570.7,64.51,55,3692.359
7733,9/30/22,NFG,NATIONAL FUEL GAS CO,761.131,7896.262,91.478,766.841,1942.569,5816.366,961.352,2141.414,63.3,55,5790.557
7849,9/30/22,NJR,NEW JERSEY RESOURCES CORP,756.087,6261.416,96.25,406.475,1104.153,4444.206,1062.702,2905.979,49.62,55,4775.925
7970,12/31/22,ES,EVERSOURCE ENERGY,4223.198,53230.9,348.444,2198.154,6799.283,37602.172,5487.732,12289.336,83.84,55,29213.545
7974,12/31/22,NI,NISOURCE INC,2584.3,26736.6,412.143,1164.1,4660.5,18834.8,-1250.7,5850.6,27.42,55,11300.961
7977,12/31/22,XEL,XCEL ENERGY INC,5144,61188,549.578,2428,6078,44513,7146,15310,70.11,55,38530.914
7993,12/31/22,NWN,NORTHWEST NATURAL HLDNG CO,744.213,4748.326,35.525,167.477,898.734,3572.885,370.188,1037.353,47.59,55,1690.635
8001,12/31/22,NWE,NORTHWESTERN ENRGY GROUP INC,538.824,7317.783,59.744,263.079,620.845,4652.6,763.566,1477.837,59.34,55,3545.209
